,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,2001.9472827466993,625.7684977041592,492.0512237288417,248.27866849590941,576.4976979352091,-4.574342602135638,-1.3208485201047553,-0.7925771544625427,0.3599971675819329,-1.3209790252585691,-7.254204668764802,-0.19289998129473032,-0.8031044440427947,1.14563815351408,0.7479772930044254
1,625.7684977041591,1932.7992560213036,587.7408002142191,483.67786344449877,633.7339977674791,-1.8792943021068966,-2.158480521370665,-1.710203654544363,0.05073399435958333,0.49849506216503725,-0.6349990236236988,-5.183717157720384,-1.227701944143455,1.7065226982076143,-0.7460005454606824
2,492.05122372884176,587.7408002142191,5571.317816962305,826.9140944116973,624.0927432310531,8.538379069209457,4.885316874137822,-0.5956035615160248,-6.301564340946363,-1.5514460881088177,-3.0270169362791224,12.537127516298055,-2.8759907648219283,9.912873924312935,0.5613665124495364
3,248.27866849590941,483.67786344449866,826.9140944116974,2632.4646190270573,217.6110576843138,1.2164434971627587,-0.24671244066352035,-0.23006876761254816,0.67652326211067,-2.2793643218766166,-1.1982375311688456,1.8790555166560574,-0.5278681097381113,-5.660734584420759,-1.0693188056488812
4,576.4976979352091,633.7339977674792,624.0927432310531,217.6110576843138,3012.9309381928806,1.4054634335110474,-0.32050938670876244,-0.22969712547242918,1.136090449901106,11.514055156692006,-0.7032535076886091,4.154807460572913,-0.9539254716341201,7.3668379589590245,-4.721613564465584
5,-4.574342602135637,-1.8792943021068966,8.538379069209457,1.2164434971627587,1.4054634335110472,0.4580937515222321,0.3058440045335145,0.1986435583110054,0.09493851321440441,0.0534417056238335,0.056457287769044975,0.0315824571363904,-0.03386977059618926,-0.002634393279944099,-0.029906262513688525
6,-1.3208485201047553,-2.158480521370665,4.885316874137822,-0.24671244066352035,-0.32050938670876244,0.30584400453351457,0.32411225778975394,0.23595575733272692,0.15680601859427235,0.13851004836909322,0.04362155688439725,0.030349872944845716,-0.026289316644447572,0.0008694634206443569,-0.007614809365517121
7,-0.7925771544625427,-1.710203654544363,-0.5956035615160247,-0.23006876761254816,-0.22969712547242915,0.1986435583110054,0.23595575733272695,0.25104517983981156,0.22936911765664167,0.2209679817002129,0.031424758128282076,0.013294439403120651,-0.004660197379516288,-0.0027176214611001983,-0.0019562969330133603
8,0.35999716758193284,0.05073399435958333,-6.301564340946362,0.67652326211067,1.136090449901106,0.09493851321440441,0.15680601859427235,0.22936911765664167,0.3211482897805333,0.30341361136994177,0.025065723549185463,-0.010217340859838699,0.02429230844965249,0.01667719863139122,-0.0010566197658324577
9,-1.3209790252585694,0.49849506216503725,-1.5514460881088177,-2.2793643218766166,11.514055156692006,0.053441705623833505,0.13851004836909322,0.22096798170021292,0.30341361136994177,0.6173000865015373,0.033370563586930115,0.056344858498385095,0.021089494705298258,0.06455034923090387,0.010583697506327032
10,-7.254204668764802,-0.6349990236236988,-3.0270169362791224,-1.1982375311688458,-0.7032535076886092,0.05645728776904497,0.043621556884397256,0.031424758128282076,0.025065723549185463,0.033370563586930115,0.6910746185159284,0.013292339860486084,-0.004925581377713074,0.00042386813106145844,0.012729036738504371
11,-0.19289998129473032,-5.183717157720384,12.537127516298055,1.8790555166560576,4.154807460572913,0.0315824571363904,0.030349872944845716,0.013294439403120651,-0.010217340859838699,0.056344858498385095,0.013292339860486084,0.964941674056292,-0.03590127392683521,0.1056601483788333,-0.03543541803980346
12,-0.8031044440427946,-1.227701944143455,-2.8759907648219283,-0.5278681097381113,-0.9539254716341201,-0.03386977059618926,-0.026289316644447572,-0.004660197379516288,0.02429230844965249,0.021089494705298254,-0.004925581377713074,-0.0359012739268352,0.8039771456740353,0.009481092151563708,0.02888109514010407
13,1.1456381535140803,1.7065226982076143,9.912873924312935,-5.660734584420759,7.3668379589590245,-0.002634393279944099,0.0008694634206443569,-0.0027176214611001983,0.01667719863139122,0.06455034923090387,0.0004238681310614585,0.1056601483788333,0.00948109215156371,0.9044444196575826,0.007562770937960138
14,0.7479772930044254,-0.7460005454606825,0.5613665124495364,-1.0693188056488812,-4.721613564465584,-0.029906262513688525,-0.007614809365517121,-0.0019562969330133603,-0.0010566197658324577,0.010583697506327032,0.012729036738504371,-0.03543541803980347,0.02888109514010407,0.007562770937960138,0.571622288776288
